id,state,district,crop,success_rate
497,Haryana,SIRSA,Groundnut,0.926708322827325
498,Haryana,SIRSA,Sugarcane,1
499,Haryana,SONIPAT,Millet,0.990341456215306
500,Haryana,SONIPAT,Jowar,0.79246548379581
501,Haryana,SONIPAT,Rice,0.816813432676715
502,Haryana,SONIPAT,Barley,0.965524563160634
503,Haryana,SONIPAT,Wheat,0.844874711385054
504,Haryana,SONIPAT,Sugarcane,0.991627597305903
505,Haryana,YAMUNANAGAR,Millet,1
506,Haryana,YAMUNANAGAR,Rice,0.818941771355014
507,Haryana,YAMUNANAGAR,Wheat,0.840479888444587
508,Haryana,YAMUNANAGAR,Sugarcane,1
509,Karnataka,BAGALKOT,Millet,1
510,Karnataka,BAGALKOT,Groundnut,0.926708322827325
511,Karnataka,BAGALKOT,Jowar,0.813219766040616
512,Karnataka,BAGALKOT,Soyabean,0.996970970237108
513,Karnataka,BAGALKOT,Wheat,0.840147843667617
514,Karnataka,BAGALKOT,Sugarcane,0.991474827713702
515,Karnataka,BANGALORE RURAL,Rice,0.819928175238753
516,Karnataka,BANGALORE RURAL,Groundnut,0.926708322827325
517,Karnataka,BANGALORE RURAL,Tea,0.99910469655775
518,Karnataka,BANGALORE RURAL,Sugarcane,1
519,Karnataka,BELGAUM,Millet,1
520,Karnataka,BELGAUM,Groundnut,0.926708322827325
521,Karnataka,BELGAUM,Jowar,0.813219766040616
522,Karnataka,BELGAUM,Tea,0.99910469655775
523,Karnataka,BELGAUM,Rice,0.805279431278521
524,Karnataka,BELGAUM,Wheat,0.84605377361948
525,Karnataka,BELGAUM,Sugarcane,0.97072833154914
526,Karnataka,BELGAUM,Soyabean,0.975040140086628
527,Karnataka,BELLARY,Millet,1
528,Karnataka,BELLARY,Groundnut,0.926708322827325
529,Karnataka,BELLARY,Jowar,0.813219766040616
530,Karnataka,BELLARY,Tea,0.993585257916624
531,Karnataka,BELLARY,Rice,0.820656578096359
532,Karnataka,BELLARY,Wheat,0.843896693730525
533,Karnataka,BELLARY,Sugarcane,0.992758761170062
534,Karnataka,BENGALURU URBAN,Groundnut,0.924624113778957
535,Karnataka,BENGALURU URBAN,Tea,0.99910469655775
536,Karnataka,BENGALURU URBAN,Rice,0.820656578096359
537,Karnataka,BENGALURU URBAN,Jowar,0.813219766040616
538,Karnataka,BIDAR,Millet,0.982529215740676
539,Karnataka,BIDAR,Groundnut,0.926708322827325
540,Karnataka,BIDAR,Jowar,0.813219766040616
541,Karnataka,BIDAR,Rice,0.820656578096359
542,Karnataka,BIDAR,Wheat,0.84605377361948
543,Karnataka,BIDAR,Sugarcane,1
544,Karnataka,BIDAR,Soyabean,0.994863425768585
545,Karnataka,BIJAPUR,Millet,0.999406503676494
546,Karnataka,BIJAPUR,Groundnut,0.926708322827325
547,Karnataka,BIJAPUR,Jowar,0.80472730442505
548,Karnataka,BIJAPUR,Rice,0.820656578096359
549,Karnataka,BIJAPUR,Wheat,0.84605377361948
550,Karnataka,BIJAPUR,Sugarcane,0.978768508856077
551,Karnataka,CHAMARAJANAGAR,Millet,1
552,Karnataka,CHAMARAJANAGAR,Groundnut,0.926708322827325
553,Karnataka,CHAMARAJANAGAR,Jowar,0.813219766040616
554,Karnataka,CHAMARAJANAGAR,Tea,0.99910469655775
555,Karnataka,CHAMARAJANAGAR,Rice,0.820656578096359
556,Karnataka,CHAMARAJANAGAR,Sugarcane,1
557,Karnataka,CHIKBALLAPUR,Groundnut,0.922977713149439
558,Karnataka,CHIKBALLAPUR,Tea,0.972536722183293
559,Karnataka,CHIKBALLAPUR,Rice,0.820656578096359
560,Karnataka,CHIKBALLAPUR,Jowar,0.798112227091452
561,Karnataka,CHIKBALLAPUR,Sugarcane,1
562,Karnataka,CHIKMAGALUR,Groundnut,0.926708322827325
563,Karnataka,CHIKMAGALUR,Jowar,0.813219766040616
564,Karnataka,CHIKMAGALUR,Tea,0.99910469655775
565,Karnataka,CHIKMAGALUR,Rice,0.815611576959031
566,Karnataka,CHIKMAGALUR,Sugarcane,0.997546062341458
567,Karnataka,CHITRADURGA,Millet,0.985740130909684
568,Karnataka,CHITRADURGA,Groundnut,0.926708322827325
569,Karnataka,CHITRADURGA,Jowar,0.813219766040616
570,Karnataka,CHITRADURGA,Tea,0.99910469655775
571,Karnataka,CHITRADURGA,Rice,0.820656578096359
572,Karnataka,CHITRADURGA,Wheat,0.84605377361948
573,Karnataka,CHITRADURGA,Sugarcane,0.997755255787232
574,Karnataka,DAKSHIN KANNAD,Rice,0.820656578096359
575,Karnataka,DAKSHIN KANNAD,Sugarcane,0.994221453549333
576,Karnataka,DAVANGERE,Millet,0.967544203815369
577,Karnataka,DAVANGERE,Groundnut,0.926708322827325
578,Karnataka,DAVANGERE,Jowar,0.80608744403035
579,Karnataka,DAVANGERE,Tea,0.987277456128481
580,Karnataka,DAVANGERE,Rice,0.820656578096359
581,Karnataka,DAVANGERE,Wheat,0.84605377361948
582,Karnataka,DAVANGERE,Sugarcane,1
583,Karnataka,DHARWAD,Groundnut,0.926708322827325
584,Karnataka,DHARWAD,Jowar,0.813219766040616
585,Karnataka,DHARWAD,Tea,0.985639778210258
586,Karnataka,DHARWAD,Rice,0.820656578096359
587,Karnataka,DHARWAD,Wheat,0.84605377361948
588,Karnataka,DHARWAD,Sugarcane,0.990694817226952
589,Karnataka,DHARWAD,Soyabean,0.996970970237108
590,Karnataka,GADAG,Millet,0.978739798290208
591,Karnataka,GADAG,Groundnut,0.926708322827325
592,Karnataka,GADAG,Jowar,0.808594387727052
593,Karnataka,GADAG,Rice,0.820656578096359
594,Karnataka,GADAG,Wheat,0.812678571735507
595,Karnataka,GADAG,Sugarcane,1
596,Karnataka,GULBARGA,Millet,0.997264968526112
597,Karnataka,GULBARGA,Groundnut,0.913141676347344
598,Karnataka,GULBARGA,Jowar,0.80188938942459
599,Karnataka,GULBARGA,Rice,0.820115888073181
600,Karnataka,GULBARGA,Wheat,0.84605377361948
601,Karnataka,GULBARGA,Sugarcane,0.992310408323359
602,Karnataka,GULBARGA,Soyabean,0.959865816214458
603,Karnataka,HASSAN,Groundnut,0.896210039928918
604,Karnataka,HASSAN,Jowar,0.802379639615146
605,Karnataka,HASSAN,Tea,0.99316261704587
606,Karnataka,HASSAN,Rice,0.820656578096359
607,Karnataka,HASSAN,Sugarcane,1
608,Karnataka,HAVERI,Millet,0.982353830505877
609,Karnataka,HAVERI,Groundnut,0.926708322827325
610,Karnataka,HAVERI,Jowar,0.812976830023185
611,Karnataka,HAVERI,Tea,0.992112189427418
612,Karnataka,HAVERI,Rice,0.810561356896312
613,Karnataka,HAVERI,Soyabean,0.996970970237108
614,Karnataka,HAVERI,Wheat,0.839974489678007
615,Karnataka,HAVERI,Sugarcane,0.985873362573725
616,Karnataka,KODAGU,Tea,0.99910469655775
617,Karnataka,KODAGU,Rice,0.81342911123501
618,Karnataka,KOLAR,Groundnut,0.909181288170826
619,Karnataka,KOLAR,Tea,0.981936055348024
620,Karnataka,KOLAR,Rice,0.820656578096359
621,Karnataka,KOLAR,Sugarcane,0.999089969724558
622,Karnataka,KOLAR,Millet,1
623,Karnataka,KOPPAL,Millet,1
624,Karnataka,KOPPAL,Groundnut,0.923801634256389
625,Karnataka,KOPPAL,Jowar,0.798306001079613
626,Karnataka,KOPPAL,Rice,0.817763085948574
627,Karnataka,KOPPAL,Wheat,0.84605377361948
628,Karnataka,KOPPAL,Sugarcane,0.995983721085789
629,Karnataka,MANDYA,Groundnut,0.925010772866374
630,Karnataka,MANDYA,Jowar,0.807053440059557
631,Karnataka,MANDYA,Tea,0.997230325484406
632,Karnataka,MANDYA,Rice,0.818970226206664
633,Karnataka,MANDYA,Sugarcane,0.999230947925618
634,Karnataka,MYSORE,Groundnut,0.926708322827325
635,Karnataka,MYSORE,Jowar,0.805819010849419
636,Karnataka,MYSORE,Tea,0.994599271693957
637,Karnataka,MYSORE,Rice,0.820656578096359
638,Karnataka,MYSORE,Sugarcane,0.989004939578632
639,Karnataka,RAICHUR,Millet,1
640,Karnataka,RAICHUR,Groundnut,0.923621759985972
641,Karnataka,RAICHUR,Jowar,0.80840971800566
642,Karnataka,RAICHUR,Rice,0.819989556812261
643,Karnataka,RAICHUR,Wheat,0.84605377361948
644,Karnataka,RAICHUR,Sugarcane,0.99572786814991
645,Karnataka,RAMANAGARA,Groundnut,0.893837246949539
646,Karnataka,RAMANAGARA,Tea,0.997227292327496
647,Karnataka,RAMANAGARA,Rice,0.820656578096359
648,Karnataka,RAMANAGARA,Sugarcane,1
649,Karnataka,SHIMOGA,Groundnut,0.919829378042726
650,Karnataka,SHIMOGA,Jowar,0.813219766040616
651,Karnataka,SHIMOGA,Tea,0.99910469655775
652,Karnataka,SHIMOGA,Rice,0.812620448827309
653,Karnataka,SHIMOGA,Sugarcane,1
654,Karnataka,TUMKUR,Millet,0.922680758211166
655,Karnataka,TUMKUR,Groundnut,0.926708322827325
656,Karnataka,TUMKUR,Jowar,0.813219766040616
657,Karnataka,TUMKUR,Tea,0.988086629359962
658,Karnataka,TUMKUR,Rice,0.820460351795291
659,Karnataka,TUMKUR,Sugarcane,0.992698078151657
660,Karnataka,UDUPI,Rice,0.820656578096359
661,Karnataka,UDUPI,Groundnut,0.926708322827325
662,Karnataka,UDUPI,Sugarcane,0.949266653732944
663,Karnataka,UTTAR KANNAD,Groundnut,0.926708322827325
664,Karnataka,UTTAR KANNAD,Jowar,0.813219766040616
665,Karnataka,UTTAR KANNAD,Rice,0.818142327432624
666,Karnataka,UTTAR KANNAD,Sugarcane,0.993313579196106
667,Karnataka,YADGIR,Millet,1
668,Karnataka,YADGIR,Groundnut,0.926708322827325
669,Karnataka,YADGIR,Jowar,0.813219766040616
670,Karnataka,YADGIR,Rice,0.820656578096359
671,Karnataka,YADGIR,Wheat,0.830267224530355
672,Karnataka,YADGIR,Sugarcane,0.992363665737948
673,Madhya Pradesh,ALIRAJPUR,Millet,1
674,Madhya Pradesh,ALIRAJPUR,Groundnut,0.926708322827325
675,Madhya Pradesh,ALIRAJPUR,Jowar,0.809375367833674
676,Madhya Pradesh,ALIRAJPUR,Rice,0.820656578096359
677,Madhya Pradesh,ALIRAJPUR,Soyabean,0.996970970237108
678,Madhya Pradesh,ALIRAJPUR,Wheat,0.84605377361948
679,Madhya Pradesh,ANUPPUR,Groundnut,0.926708322827325
680,Madhya Pradesh,ANUPPUR,Jowar,0.794754761257326
681,Madhya Pradesh,ANUPPUR,Rice,0.820656578096359
682,Madhya Pradesh,ANUPPUR,Soyabean,0.986829232149909
683,Madhya Pradesh,ANUPPUR,Wheat,0.83690870106065
684,Madhya Pradesh,ASHOKNAGAR,Groundnut,0.926708322827325
685,Madhya Pradesh,ASHOKNAGAR,Jowar,0.813219766040616
686,Madhya Pradesh,ASHOKNAGAR,Rice,0.820656578096359
687,Madhya Pradesh,ASHOKNAGAR,Soyabean,0.98104872431553
688,Madhya Pradesh,ASHOKNAGAR,Barley,0.98699105202485
689,Madhya Pradesh,ASHOKNAGAR,Wheat,0.83246584329411
690,Madhya Pradesh,ASHOKNAGAR,Sugarcane,0.987026007035416
691,Madhya Pradesh,BALAGHAT,Soyabean,0.996521764984862
692,Madhya Pradesh,BALAGHAT,Wheat,0.844280524144779
693,Madhya Pradesh,BALAGHAT,Rice,0.763915875456401
694,Madhya Pradesh,BALAGHAT,Sugarcane,1
695,Madhya Pradesh,BALAGHAT,Tea,0.99910469655775
696,Madhya Pradesh,BALAGHAT,Groundnut,0.917130618770985
697,Madhya Pradesh,BARWANI,Millet,0.92333301321337
698,Madhya Pradesh,BARWANI,Groundnut,0.920006426149156
699,Madhya Pradesh,BARWANI,Jowar,0.782931029028798
700,Madhya Pradesh,BARWANI,Rice,0.804496528779799
701,Madhya Pradesh,BARWANI,Soyabean,0.996970970237108
702,Madhya Pradesh,BARWANI,Wheat,0.84605377361948
703,Madhya Pradesh,BARWANI,Sugarcane,1
704,Madhya Pradesh,BETUL,Groundnut,0.898233249802824
705,Madhya Pradesh,BETUL,Jowar,0.780870838736729
706,Madhya Pradesh,BETUL,Soyabean,0.985985697317476
707,Madhya Pradesh,BETUL,Wheat,0.84605377361948
708,Madhya Pradesh,BETUL,Rice,0.810002591274588
709,Madhya Pradesh,BETUL,Sugarcane,0.994797944811316
710,Madhya Pradesh,BHIND,Millet,1
711,Madhya Pradesh,BHIND,Jowar,0.79127549970716
712,Madhya Pradesh,BHIND,Soyabean,0.996970970237108
713,Madhya Pradesh,BHIND,Barley,0.965025781060703
714,Madhya Pradesh,BHIND,Wheat,0.810424988155545
715,Madhya Pradesh,BHIND,Rice,0.820656578096359
716,Madhya Pradesh,BHOPAL,Jowar,0.810421374343884
717,Madhya Pradesh,BHOPAL,Soyabean,0.996847331607482
718,Madhya Pradesh,BHOPAL,Wheat,0.84605377361948
719,Madhya Pradesh,BHOPAL,Rice,0.819894502212382
720,Madhya Pradesh,BHOPAL,Sugarcane,1
721,Madhya Pradesh,BHOPAL,Groundnut,0.923779814778238
722,Madhya Pradesh,BURHANPUR,Groundnut,0.926708322827325
723,Madhya Pradesh,BURHANPUR,Jowar,0.813219766040616
724,Madhya Pradesh,BURHANPUR,Rice,0.815937559313968
725,Madhya Pradesh,BURHANPUR,Soyabean,0.996970970237108
726,Madhya Pradesh,BURHANPUR,Wheat,0.841721161236186
727,Madhya Pradesh,BURHANPUR,Sugarcane,0.994596082923107
728,Madhya Pradesh,BURHANPUR,Millet,0.993739728792058
729,Madhya Pradesh,CHHATARPUR,Groundnut,0.899749494715593
730,Madhya Pradesh,CHHATARPUR,Jowar,0.803854850638137
731,Madhya Pradesh,CHHATARPUR,Soyabean,0.983935555576302
732,Madhya Pradesh,CHHATARPUR,Barley,0.996322217266694
733,Madhya Pradesh,CHHATARPUR,Wheat,0.84605377361948
734,Madhya Pradesh,CHHATARPUR,Millet,1
735,Madhya Pradesh,CHHATARPUR,Rice,0.81669603138198
736,Madhya Pradesh,CHHATARPUR,Sugarcane,0.924558636775866
737,Madhya Pradesh,CHHINDWARA,Groundnut,0.925316229635643
738,Madhya Pradesh,CHHINDWARA,Jowar,0.805287079614838
739,Madhya Pradesh,CHHINDWARA,Soyabean,0.996970970237108
740,Madhya Pradesh,CHHINDWARA,Wheat,0.84605377361948
741,Madhya Pradesh,CHHINDWARA,Rice,0.775134814132816
742,Madhya Pradesh,CHHINDWARA,Sugarcane,0.984543509032894
743,Madhya Pradesh,CHHINDWARA,Millet,1
744,Madhya Pradesh,DAMOH,Groundnut,0.926708322827325
745,Madhya Pradesh,DAMOH,Jowar,0.80952081310277
746,Madhya Pradesh,DAMOH,Soyabean,0.984263344495067
747,Madhya Pradesh,DAMOH,Wheat,0.84605377361948
748,Madhya Pradesh,DAMOH,Rice,0.820656578096359
749,Madhya Pradesh,DATIA,Groundnut,0.926708322827325
750,Madhya Pradesh,DATIA,Jowar,0.804771464974959
751,Madhya Pradesh,DATIA,Soyabean,0.996970970237108
752,Madhya Pradesh,DATIA,Barley,0.996322217266694
753,Madhya Pradesh,DATIA,Wheat,0.84605377361948
754,Madhya Pradesh,DATIA,Millet,0.97083957723172
755,Madhya Pradesh,DATIA,Rice,0.803472235967143
756,Madhya Pradesh,DATIA,Sugarcane,0.995005543916601
757,Madhya Pradesh,DEWAS,Groundnut,0.919409775484843
758,Madhya Pradesh,DEWAS,Jowar,0.797435019174097
759,Madhya Pradesh,DEWAS,Soyabean,0.992321500437606
760,Madhya Pradesh,DEWAS,Wheat,0.843893929787208
761,Madhya Pradesh,DEWAS,Rice,0.820656578096359
762,Madhya Pradesh,DEWAS,Sugarcane,1
763,Madhya Pradesh,DHAR,Millet,0.982799597347942
764,Madhya Pradesh,DHAR,Groundnut,0.919449544496002
765,Madhya Pradesh,DHAR,Jowar,0.80113448808772
766,Madhya Pradesh,DHAR,Soyabean,0.979297110630457
767,Madhya Pradesh,DHAR,Wheat,0.84605377361948
768,Madhya Pradesh,DHAR,Rice,0.808604121785689
769,Madhya Pradesh,DHAR,Sugarcane,0.996266477961736
770,Madhya Pradesh,DINDORI,Rice,0.810262496002993
771,Madhya Pradesh,DINDORI,Soyabean,0.991784106692197
772,Madhya Pradesh,DINDORI,Wheat,0.84605377361948
773,Madhya Pradesh,GUNA,Groundnut,0.926708322827325
774,Madhya Pradesh,GUNA,Jowar,0.803651560681661
775,Madhya Pradesh,GUNA,Soyabean,0.984071579744592
776,Madhya Pradesh,GUNA,Wheat,0.84605377361948
777,Madhya Pradesh,GUNA,Rice,0.820656578096359
778,Madhya Pradesh,GUNA,Sugarcane,0.996222998419234
779,Madhya Pradesh,GUNA,Barley,0.996322217266694
780,Madhya Pradesh,GUNA,Millet,0.917934816803754
781,Madhya Pradesh,GWALIOR,Millet,0.996000250861205
782,Madhya Pradesh,GWALIOR,Groundnut,0.923425770849864
783,Madhya Pradesh,GWALIOR,Jowar,0.801746080508299
784,Madhya Pradesh,GWALIOR,Soyabean,0.996970970237108
785,Madhya Pradesh,GWALIOR,Barley,0.996322217266694
786,Madhya Pradesh,GWALIOR,Wheat,0.84605377361948
787,Madhya Pradesh,GWALIOR,Rice,0.820656578096359
788,Madhya Pradesh,GWALIOR,Sugarcane,0.993864799514495
789,Madhya Pradesh,HARDA,Jowar,0.800114081113825
790,Madhya Pradesh,HARDA,Rice,0.807733546808119
791,Madhya Pradesh,HARDA,Soyabean,0.995390799935803
792,Madhya Pradesh,HARDA,Barley,0.981845354346794
793,Madhya Pradesh,HARDA,Wheat,0.84605377361948
794,Madhya Pradesh,HARDA,Sugarcane,1
795,Madhya Pradesh,HOSHANGABAD,Jowar,0.813219766040616
796,Madhya Pradesh,HOSHANGABAD,Soyabean,0.971059906979788
797,Madhya Pradesh,HOSHANGABAD,Wheat,0.84262801884006
798,Madhya Pradesh,HOSHANGABAD,Rice,0.791957668473727
799,Madhya Pradesh,HOSHANGABAD,Sugarcane,1
800,Madhya Pradesh,INDORE,Jowar,0.793894311312599
801,Madhya Pradesh,INDORE,Soyabean,0.995452494069625
802,Madhya Pradesh,INDORE,Wheat,0.84605377361948
803,Madhya Pradesh,INDORE,Sugarcane,1
804,Madhya Pradesh,INDORE,Groundnut,0.916097050568492
805,Madhya Pradesh,JABALPUR,Jowar,0.809661472821921
806,Madhya Pradesh,JABALPUR,Soyabean,0.996970970237108
807,Madhya Pradesh,JABALPUR,Wheat,0.842857597526475
808,Madhya Pradesh,JABALPUR,Rice,0.802110289940423
809,Madhya Pradesh,JABALPUR,Sugarcane,0.976475600443395
810,Madhya Pradesh,JHABUA,Millet,0.994247022856485
811,Madhya Pradesh,JHABUA,Groundnut,0.904558968724735
812,Madhya Pradesh,JHABUA,Jowar,0.813219766040616
813,Madhya Pradesh,JHABUA,Soyabean,0.976709290388396
814,Madhya Pradesh,JHABUA,Barley,0.996322217266694
815,Madhya Pradesh,JHABUA,Wheat,0.84605377361948
816,Madhya Pradesh,JHABUA,Rice,0.753788669769798
817,Madhya Pradesh,KATNI,Jowar,0.813219766040616
818,Madhya Pradesh,KATNI,Rice,0.820656578096359
819,Madhya Pradesh,KATNI,Soyabean,0.996970970237108
820,Madhya Pradesh,KATNI,Barley,0.962354393408014
821,Madhya Pradesh,KATNI,Wheat,0.786192087096642
822,Madhya Pradesh,KHANDWA,Millet,1
823,Madhya Pradesh,KHANDWA,Groundnut,0.926708322827325
824,Madhya Pradesh,KHANDWA,Jowar,0.813219766040616
825,Madhya Pradesh,KHANDWA,Soyabean,0.996970970237108
826,Madhya Pradesh,KHANDWA,Wheat,0.839795074839966
827,Madhya Pradesh,KHANDWA,Rice,0.811312987474881
828,Madhya Pradesh,KHANDWA,Sugarcane,0.99671424889196
829,Madhya Pradesh,KHARGONE,Millet,0.993526170809723
830,Madhya Pradesh,KHARGONE,Groundnut,0.926708322827325
831,Madhya Pradesh,KHARGONE,Jowar,0.813219766040616
832,Madhya Pradesh,KHARGONE,Soyabean,0.994756652876823
833,Madhya Pradesh,KHARGONE,Wheat,0.843214575205425
834,Madhya Pradesh,KHARGONE,Rice,0.806970453552467
835,Madhya Pradesh,KHARGONE,Sugarcane,0.986135067017303
836,Madhya Pradesh,MANDLA,Jowar,0.813219766040616
837,Madhya Pradesh,MANDLA,Soyabean,0.981339123355927
838,Madhya Pradesh,MANDLA,Wheat,0.84605377361948
839,Madhya Pradesh,MANDLA,Rice,0.816727312580412
840,Madhya Pradesh,MANDLA,Sugarcane,1
841,Madhya Pradesh,MANDSAUR,Groundnut,0.926708322827325
842,Madhya Pradesh,MANDSAUR,Jowar,0.781643499594999
843,Madhya Pradesh,MANDSAUR,Soyabean,0.975369970735392
844,Madhya Pradesh,MANDSAUR,Barley,0.989423009895974
845,Madhya Pradesh,MANDSAUR,Wheat,0.834453870940253
846,Madhya Pradesh,MORENA,Millet,0.989558075802904
847,Madhya Pradesh,MORENA,Jowar,0.810525621632056
848,Madhya Pradesh,MORENA,Soyabean,0.995983708081035
849,Madhya Pradesh,MORENA,Barley,0.996322217266694
850,Madhya Pradesh,MORENA,Wheat,0.834663866100437
851,Madhya Pradesh,MORENA,Rice,0.820656578096359
852,Madhya Pradesh,MORENA,Sugarcane,1
853,Madhya Pradesh,NARSINGHPUR,Jowar,0.806597678490126
854,Madhya Pradesh,NARSINGHPUR,Soyabean,0.996692364148754
855,Madhya Pradesh,NARSINGHPUR,Wheat,0.84605377361948
856,Madhya Pradesh,NARSINGHPUR,Rice,0.820246611256955
857,Madhya Pradesh,NARSINGHPUR,Sugarcane,1
858,Madhya Pradesh,NEEMUCH,Groundnut,0.926708322827325
859,Madhya Pradesh,NEEMUCH,Jowar,0.813219766040616
860,Madhya Pradesh,NEEMUCH,Soyabean,0.996970970237108
861,Madhya Pradesh,NEEMUCH,Barley,0.98262010124466
862,Madhya Pradesh,NEEMUCH,Wheat,0.84605377361948
863,Madhya Pradesh,PANNA,Jowar,0.79907852747354
864,Madhya Pradesh,PANNA,Soyabean,0.973154659242869
865,Madhya Pradesh,PANNA,Barley,0.996322217266694
866,Madhya Pradesh,PANNA,Wheat,0.84605377361948
867,Madhya Pradesh,PANNA,Rice,0.815046635122735
868,Madhya Pradesh,PANNA,Sugarcane,1
869,Madhya Pradesh,PANNA,Groundnut,0.91834613297517
870,Madhya Pradesh,RAISEN,Jowar,0.745537896532956
871,Madhya Pradesh,RAISEN,Soyabean,0.996970970237108
872,Madhya Pradesh,RAISEN,Wheat,0.825963476336203
873,Madhya Pradesh,RAISEN,Rice,0.797768004386595
874,Madhya Pradesh,RAISEN,Groundnut,0.92107277264332
875,Madhya Pradesh,RAISEN,Sugarcane,0.997030528541393
876,Madhya Pradesh,RAJGARH,Groundnut,0.920842893399548
877,Madhya Pradesh,RAJGARH,Soyabean,0.99054660825837
878,Madhya Pradesh,RAJGARH,Wheat,0.829463006710387
879,Madhya Pradesh,RAJGARH,Jowar,0.813219766040616
880,Madhya Pradesh,RAJGARH,Rice,0.811418838173079
881,Madhya Pradesh,RAJGARH,Sugarcane,1
882,Madhya Pradesh,RATLAM,Groundnut,0.926689018948492
883,Madhya Pradesh,RATLAM,Jowar,0.718665402288547
884,Madhya Pradesh,RATLAM,Soyabean,0.963771737910997
885,Madhya Pradesh,RATLAM,Wheat,0.835934609074274
886,Madhya Pradesh,RATLAM,Rice,0.800391990672556
887,Madhya Pradesh,RATLAM,Sugarcane,1
888,Madhya Pradesh,RATLAM,Millet,1
889,Madhya Pradesh,REWA,Millet,0.998584310787818
890,Madhya Pradesh,REWA,Jowar,0.813219766040616
891,Madhya Pradesh,REWA,Soyabean,0.976781297250736
892,Madhya Pradesh,REWA,Barley,0.992262259140506
893,Madhya Pradesh,REWA,Wheat,0.84605377361948
894,Madhya Pradesh,REWA,Rice,0.820656578096359
895,Madhya Pradesh,SAGAR,Groundnut,0.920617508288301
896,Madhya Pradesh,SAGAR,Jowar,0.797888722933339
897,Madhya Pradesh,SAGAR,Soyabean,0.987008211867837
898,Madhya Pradesh,SAGAR,Barley,0.995014275664017
899,Madhya Pradesh,SAGAR,Wheat,0.844740928507146
900,Madhya Pradesh,SAGAR,Rice,0.812726364474567
901,Madhya Pradesh,SAGAR,Sugarcane,1
902,Madhya Pradesh,SATNA,Jowar,0.808088978651488
903,Madhya Pradesh,SATNA,Soyabean,0.996970970237108
904,Madhya Pradesh,SATNA,Barley,0.994880385165809
905,Madhya Pradesh,SATNA,Wheat,0.84605377361948
906,Madhya Pradesh,SATNA,Rice,0.820656578096359
907,Madhya Pradesh,SEHORE,Jowar,0.813219766040616
908,Madhya Pradesh,SEHORE,Soyabean,0.993712172774161
909,Madhya Pradesh,SEHORE,Wheat,0.842575570867673
910,Madhya Pradesh,SEHORE,Groundnut,0.926708322827325
911,Madhya Pradesh,SEHORE,Rice,0.735385353271734
912,Madhya Pradesh,SEHORE,Sugarcane,1
913,Madhya Pradesh,SEONI,Groundnut,0.921210303570172
914,Madhya Pradesh,SEONI,Jowar,0.796105275946154
915,Madhya Pradesh,SEONI,Soyabean,0.995258060320999
916,Madhya Pradesh,SEONI,Wheat,0.832557443863946
917,Madhya Pradesh,SEONI,Rice,0.781465109696378
918,Madhya Pradesh,SEONI,Sugarcane,1
919,Madhya Pradesh,SHAHDOL,Groundnut,0.926708322827325
920,Madhya Pradesh,SHAHDOL,Jowar,0.807205311189318
921,Madhya Pradesh,SHAHDOL,Soyabean,0.948665213998503
922,Madhya Pradesh,SHAHDOL,Barley,0.993071936098788
923,Madhya Pradesh,SHAHDOL,Wheat,0.84605377361948
924,Madhya Pradesh,SHAHDOL,Rice,0.820656578096359
925,Madhya Pradesh,SHAJAPUR,Groundnut,0.926708322827325
926,Madhya Pradesh,SHAJAPUR,Jowar,0.813219766040616
927,Madhya Pradesh,SHAJAPUR,Soyabean,0.992267128020902
928,Madhya Pradesh,SHAJAPUR,Barley,0.996322217266694
929,Madhya Pradesh,SHAJAPUR,Wheat,0.84591733575628
930,Madhya Pradesh,SHAJAPUR,Rice,0.820656578096359
931,Madhya Pradesh,SHAJAPUR,Sugarcane,1
932,Madhya Pradesh,SHEOPUR,Millet,1
933,Madhya Pradesh,SHEOPUR,Groundnut,0.926708322827325
934,Madhya Pradesh,SHEOPUR,Jowar,0.813219766040616
935,Madhya Pradesh,SHEOPUR,Rice,0.766010910132904
936,Madhya Pradesh,SHEOPUR,Soyabean,0.97550827874842
937,Madhya Pradesh,SHEOPUR,Barley,0.991544199168398
938,Madhya Pradesh,SHEOPUR,Wheat,0.825562374676256
939,Madhya Pradesh,SHEOPUR,Sugarcane,0.426776244766563
940,Madhya Pradesh,SHIVPURI,Millet,0.999670376127849
941,Madhya Pradesh,SHIVPURI,Groundnut,0.904730579195434
942,Madhya Pradesh,SHIVPURI,Jowar,0.759401523604483
943,Madhya Pradesh,SHIVPURI,Soyabean,0.986065509780048
944,Madhya Pradesh,SHIVPURI,Barley,0.996322217266694
945,Madhya Pradesh,SHIVPURI,Wheat,0.831224014859298
946,Madhya Pradesh,SHIVPURI,Rice,0.795873777739851
947,Madhya Pradesh,SHIVPURI,Sugarcane,0.998522201546026
948,Madhya Pradesh,SIDHI,Jowar,0.811918618966483
949,Madhya Pradesh,SIDHI,Soyabean,0.987709464519641
950,Madhya Pradesh,SIDHI,Barley,0.981508138302906
951,Madhya Pradesh,SIDHI,Wheat,0.828171229599379
952,Madhya Pradesh,SIDHI,Rice,0.784180152315814
953,Madhya Pradesh,SINGRAULI,Jowar,0.813219766040616
954,Madhya Pradesh,SINGRAULI,Rice,0.820656578096359
955,Madhya Pradesh,SINGRAULI,Barley,0.987739516777621
956,Madhya Pradesh,SINGRAULI,Wheat,0.768478505706227
957,Madhya Pradesh,TIKAMGARH,Groundnut,0.926708322827325
958,Madhya Pradesh,TIKAMGARH,Jowar,0.803652524236343
